pid,label_en,label_zh,_date,object_origin,object_type_en,object_type_zh,_source,cultural_context,_collection,current_location_city,collection_num,DPM_1925_inventory_num,1925_inventory_loc,en_measurements,zh_measurements,_rights,NPMT_1983_poem_listing,image_links,pub_1,pub_2,pub_3,pub_4,pub_5,pub_6,text_title_zh,text_title_en,inscription_position,inscription_author,inscription_text_zh,inscription_text_en,Pub_Text_Chinese_Complete,西域圖志,pub_text_source,pub_text_volume,pub_text_chapter,pub_text_page,sexagenary_year,reign_year,notes_detail,text_ref,museum_catalogue,_manifest,_tags
Jade019,"Light grayish-green jade ladle (Taipei 1983)
Emerald jade ladle (webcat)",長柄杓 (webcat),1770,Ottoman,ladle,杓 ,,Ottoman,NPMT,,古玉3861,天330,乾清宮 QQG,"Length 26.8cm, bowl length 10.5cm, bowl width 8.2cm, bowl depth 4.8cm ",,,19,https://theme.npm.edu.tw/opendata/DigitImageSets.aspx?sNo=04029256&lang=2&Key=ottoman&pageNo=4 https://theme.npm.edu.tw/opendata/DigitImageSets.aspx?sNo=04029255&lang=2&Key=ottoman&pageNo=4  https://theme.npm.edu.tw/opendata/DigitImageSets.aspx?sNo=04029254&lang=2&Key=ottoman&pageNo=5,Taipei 1983 p206-207 pl41,Taipei 2002 p155 catIV-24,Taipei 2007 p191/276 pl241,,,,題痕都斯坦玉杓 ,On a Hindustan Jade Ladle,Back of spoon bowl (QL); top of zitan box lid (QL); poetry by ministers on box lid (NEED),,"掌非周玉府,攻自泰西瀛,絕勝舒州杓,何須力士鐺,璞原誤荊國,蕊特艷昌城,試問宜誰贈,應調傳說羹。 (QL) Need 6 ministers' poems, written in response to QL's poem, on zitan box lid",,"掌非周玉府,攻自泰西瀛,絕勝舒州杓,何須力士鐺,璞原誤荊國,蕊特艷昌城,試問宜誰贈,應調傳說羹。 ",,御製詩,三集,卷86,頁25,庚寅,(乾隆三十五年1770年),"此詩加琢於該玉杓之底, 藏於本院,品號天三三0,圖版肆壹,插圖29。 ""杓底加琢乾隆三十五年（1770）御製詩四十字：掌非周玉府，攻自泰西瀛，絕勝舒州杓，何須力士鐺。璞原誤荊國，蕊特豔昌城，試問宜誰贈，應調傅說羹。並刻「乾隆庚寅春御題」七字及「比德」璽文一方。同一詩亦刻字泥金於宮中所配製之紫檀木盒的盒蓋上方，盒蓋周圍還加刻了六位大臣所唱和的詩篇。經核查《清高宗御製詩文全集》可知，該詩的詩題為「題痕都斯坦玉杓」，收錄於御製詩三集卷86頁25。"" (webcat)",https://ctext.org/library.pl?if=gb&file=68103&page=117,http://antiquities.npm.gov.tw/Utensils_Page.aspx?ItemId=54286,,
Jade020,White jade bowl with two handles (Taipei 1983) White jade bowl with twin handles (Taipei 2002) jade bowl with two bud-shaped handles (Taipei 2007),"白玉雙耳碗 (Taipei 1983, Taipei 2002) 平口花蕾形雙柄碗 (Taipei 2007)",1770,Mughal,bowl,椀,,Mughal,NPMT,,故玉1668,金1604.40,永壽宮 YSG,"Rim diameter 12.9cm, width inc. handles 16cm, height 3.95cm, bodywall thickness one-third below rim 0.25cm",,,20,https://theme.npm.edu.tw/opendata/DigitImageSets.aspx?sNo=04013919,Taipei 1983 p136 pl6,Taipei 2002 p154 catIV-23,Taipei 2007 p59/243 cat048,,,,詠痕都斯坦玉椀,,Outer wall; interior center inscribed with 乾隆御用 in seal script,,"(序)郵從西土,蕊簇四面,重台碾出,筠浮暈若,兩旁抱珥,貢效泰蒙,包匭來隨,都護歸軺,用是擒吟,以代紀實。

截眆出泰冒,製椀自痕都,形色雙合相,磨礲了似無,葉翻含蕾耳,瓣發抱花趺,通道恒來貢,懷柔義厪吾。 ",,"(序)郵從西土,蕊簇四面,重台碾出,筠浮暈若,兩旁抱珥,貢效泰蒙,包匭來隨,都護歸軺,用是擒吟,以代紀實。

截眆出泰冒,製椀自痕都,形色雙合相,磨礲了似無,葉翻含蕾耳,瓣發抱花趺,通道恒來貢,懷柔義厪吾。 ",,御製詩,三集,卷86,頁30,庚寅,(乾隆三十五年1770年),"此詩與詩序均加琢於該玉碗之外壁,碗心又琢「乾隆御用」四字,藏於本院,品號金一六0四40,圖版陸,插圖37。 ",https://ctext.org/library.pl?if=gb&file=68103&page=127,http://antiquities.npm.gov.tw/Utensils_Page.aspx?ItemId=52087,,
Jade021a,"Bluish-white jade bowl with two handles (Taipei 1983, DigCat), jade bowl with two bud-shaped handles (Taipei 2007)","青玉雙耳碗 (Taipei 1983) 平口花蕾形雙柄碗 (Taipei 2007, DigCat)",1770,Mughal,bowl,盌,,Mughal,NPMT,,古玉2430,夜191.13,頤和軒 YHX,"Rim diameter 14.3cm, width inc. handles 18.1cm, height 6.4cm, base diameter 6.75cm, body wall thickness one-third below rim 0.21cm",,,21,https://theme.npm.edu.tw/opendata/DigitImageSets.aspx?sNo=04029022&Key=%E7%8E%89%E5%B9%B3%E5%8F%A3%E8%8A%B1%E8%95%BE%E5%BD%A2%E9%9B%99%E6%9F%84%E7%A2%97&pageNo=1  https://theme.npm.edu.tw/opendata/DigitImageSets.aspx?sNo=04029020&Key=%E7%8E%89%E5%B9%B3%E5%8F%A3%E8%8A%B1%E8%95%BE%E5%BD%A2%E9%9B%99%E6%9F%84%E7%A2%97&pageNo=2  https://theme.npm.edu.tw/opendata/DigitImageSets.aspx?sNo=04029021&Key=%E7%8E%89%E5%B9%B3%E5%8F%A3%E8%8A%B1%E8%95%BE%E5%BD%A2%E9%9B%99%E6%9F%84%E7%A2%97&pageNo=2 ,Taipei 1983 p138-139 pl7,Taipei 2007 p62/243 cat052,,,,,詠痕都斯坦白玉盌,,Inner wall,,"懿此嬰垣玉,出惟羭次山,色真勝霜雪,器豈類釵環,設貢岐周際,應陳琬琰間,車磲定何物,八斗費言艱。 ",,"懿此嬰垣玉,出惟羭次山,色真勝霜雪,器豈類釵鐶,設貢岐周際,應陳琬琰間,車磲定何物,八斗費言艱(曹植有車磲盌賦)。 ",,御製詩,三集,卷87,頁10,庚寅,(乾隆三十五年1770年),"此詩加琢於該玉碗器表,藏於本院,品號夜一九一13,圖版类,插圖38。 ",https://ctext.org/library.pl?if=gb&file=68104&page=23,http://antiquities.npm.gov.tw/Utensils_Page.aspx?ItemId=52850,,
Jade021b,White jade lidded bowl,白玉蓋碗,1770,"Central Asia (""west Central Asia, HK2015p47)",covered bowl,蓋碗,,Central Asian,DPM,,故88606,藏174.25,景仁宮 JRG,"rim diameter: 12.9cm, height: 8.5cm",口徑12.9 、髙8.5厘米,,11,,HK 2015 p42/48/201,,,,,,YZS 題痕都斯坦白玉碗  HYXYTZ 御製題痕都斯坦白玉盌(庚寅),On a Hindustan White Jade Bowl,Exterior wall,,"懿此婴垣玉，出惟羭次山。 
色真勝霜雪，器豈類釵環。 
設貢岐周際，應陳琬琰間。
車磲定何物，八鬥費言艱。（外壁）",,懿此嬰垣玉，出惟羭次山。 色真勝霜雪，器豈類釵鐶。 設貢岐周際，應陳琬琰間。車磲定何物，八斗費言艱(曺植有車磲盌賦)。,,《御製詩集•三集》卷八十七，頁十一,三集,卷87,頁11,庚寅,乾隆（1770）,"Inscription also in 《皇輿西域圖志》卷四十六，頁二十一，“御製題痕都斯坦白玉盌(庚寅)."" HK2015p47: ""The yellow label attached to the lid bears three characters 膏子藥 [""ointment""] written in ink. It bears notable traces of use.""",https://ctext.org/library.pl?if=gb&file=68104&page=23#垣玉,,,
Jade022,,,1770,,dish,盤 ,,,,,,,,,,,22,,,,,,,,題痕都斯坦白玉盤 ,,,,"周尺將盈尺,斯盤乃是盤,幾曾掌玉府,見說鬻都丸,團似月輪滿,薄於楮葉單,截肪置其裏,辨質信應難。 ",,"周尺將盈尺,斯盤乃是盤,幾曾掌玉府,見說鬻都丸(拔達克山迤西至痕都斯坦掌貨稅者, 皆謂之都丸),團似月輪滿,薄於楮葉單,截肪置其裏,辨質信應難。 ",,御製詩,三集,卷87,頁25,庚寅,(乾隆三十五年1770年) ,,https://ctext.org/library.pl?if=gb&file=68104&page=53,,,
Jade023,Carved nephrite jar,,1770,Turkey (made); Ottoman empire?,jar,瓿,,Ottoman,VAM,,C.1815&A-1910,,,H: 11.5 cm,,,23,http://collections.vam.ac.uk/item/O155469/jar-unknown/ (https://www.vam.ac.uk/api),"Hansford, S. Howard. Chinese Carved Jades. London: Faber, 1968, pp. 95-96 and pl. 91.","Skelton, ""Later Turkish Jade-carving"" p797",,,,,詠痕都斯坦玉瓿,In Praise of a Hindustan Jade Jar,Neck of the jar,,"NPMT: 荷柄曲擎一朶花,旁生兩蕾致堪拏,琢由西海如甊瓿,製弗東周有虺蛇,栗縝圓彫粲瑤蕊,髮絲微起尚瓊華,奇珍不脛還常至,空谷白駒歎轉遐。 VAM: 荷柄曲擎一朶花，旁生兩蕾致堪拏，琢由西海如甊瓿，製弗東周有虺蛇，栗縝圎雕粲瑶蕋，髪絲㣲起尚瓊華，竒珎不脛還常至，空谷白駒嘆轉遐。乾隆庚寅新正上澣御题。（颈）","""A winding lotus-stem supports one luscious bloom. From either side spring buds for hands to grasp. Carved in the West, tis yet shaped like a lou-p'ou [small Chinese jar]. Though fashioned not in Eastern Chou, snake-forms there are;[""the emperor refers here to the serpentiform decorative motives on ritual bronzes of the Eastern Chou or Huai-style period, otherwise known as the Third Stylistic Phase (sixth/third centuries B.C.).] Clos-e textured roundly-carved the gem-like stamens, Whose hair-like lines stand forth from the precious flower. Such treasures are rare, though leg-less, yet contrive to reach us here. O, white colt in an empty valley, I fear lest you flee afar.[""The reference here is to the Po Chü, 'The white Colt,' in the Shijing (75, IV, 299 and 61, 128). The emperer suggests that the jade jar, having made the journey from India to Peking, might be tempted to bost and resume its wanderings.""] Inscribed by imperial command in the first decade of the first month of the year gengyin of Qianlong (1770). (Trans. Hansford, S. Howard. Chinese Carved Jades. London: Faber, 1968, pe 96.)","荷柄曲擎一朶花,旁生兩蕾致堪挐,琢由西海如甊瓿,製弗東周有虺蛇,栗縝圓彫粲瑤蕊,髮絲微起尚瓊華,奇珍不脛還常至,空谷白駒歎轉遐。 ",,御製詩; also 欽定皇輿西域圖志 (四庫全書本)/卷46,三集,卷88,頁19,庚寅,(乾隆三十五年1770年),"此詩加琢於該器短頸外壁, 現藏於英國維多利亞與阿伯特博物館。發表于①韓思復,1968,圖91。②斯喀爾頓,晚期土耳其玉彫之特色,圖4。插圖23。Also 欽定皇輿西域圖志 (四庫全書本)/卷46. VAM: ""This jar is made in the Mughal tradition and eventually found its way into the Chinese court. The Chinese emperor Qianlong lavished praise on it and ordered a poem to be added to the piece.""",https://ctext.org/library.pl?if=gb&file=68104&page=106,http://collections.vam.ac.uk/item/O155469/jar-unknown/,,
Jade024,Bluish-white jade bowl with two handles (1983) Flower-shaped bowl with two bud-shaped handles (2007) Jade bowl with two ears (collection site),"青玉雙耳碗 (1983)花口花蕾形雙柄碗 (2007, collection site) ",1770,Mughal,bowl with handles,盃 (乾隆）碗 （國立故宮博物院),,Mughal,NPMT,,古玉3165,天49.25,乾清宮 QQG,"Length 15.4cm, width 11.6cm, diameter at base 5.8-6.2cm, height 6.5cm, body wall thickness one-third below rim 0.2cm",,,24,https://theme.npm.edu.tw/opendata/DigitImageSets.aspx?sNo=04020795  https://theme.npm.edu.tw/opendata/DigitImageSets.aspx?sNo=04020799,Taipei 1983 pp140-141 pl8,Taipei 2007 p67/245 cat058,"Liao, Baoxiu. Empty Vessels, Replenished Minds: The Culture, Practice, and Art of Tea. Taibei: National Palace Museum, 2002. (page unknown)",,,,詠痕都斯坦白玉盃,,Outer wall,,"痕都撈玉出河濱,水磨磨成製絕倫,百瓣細攢穩承足,雙葩夾輔巧持唇, 瓊瑤自古來西域,精緻而今勝玉人,不以飲醪以啜茗,戒哉惡旨久書紳。 

（跋）盃圓而橢,口四出,趺攢菊英,下圍敷葉十二,左右長葉各一,上出及盃唇,稍外偃,復有兩花下垂。承以短葉,可用執,玉旣瑩淨,製薄如紙,良材巧琢,非中土玉工所能仿佛也。 ","Note: ""The notes to the poem claim that this bowl was made using the water grinding method and was as thin as paper, something that Chinese jade workers could not accomplish."" (Taipei 2007 p245 cat 058)","痕都撈玉出河濱,水磨(去聲)磨(平聲)成製絕倫,百瓣細攢穩承足,雙葩夾輔巧持唇, 瓊瑤自古來西域,精緻而今勝玉人,不以飲醪以啜茗,戒哉惡旨久書紳。 

盃圓而橢,口四出,趺攢菊英,下圍敷葉十二,左右長葉各一,上出及盃唇,稍外偃,復有兩花下垂。承以短葉,可用執,玉旣瑩淨,製薄如紙,良材巧琢,非中土玉工所能仿佛也。 ",,御製詩,三集,卷90,頁31—32,庚寅,(乾隆三十五年1770年),"此詩與詩跋均加琢於該玉碗(實爲碗非杯)的外壁,藏於本院,品號天四九25,圖版捌,插圖39。 ",https://ctext.org/library.pl?if=gb&file=68105&page=134,http://antiquities.npm.gov.tw/Utensils_Page.aspx?ItemId=53588,,
Jade025,Bowl in the shape of a chrysanthemum flower,,1770 or 1771,India (Mughal period),bowl,椀,,Mughal,MET,,02.18.762,,,H. 2 5/8 in. (6.7 cm); W. at handles 8 1/4 in. (21.6 cm) Diam. of rim: 6 3/4 in. (17.1 cm) Diam. of foot: 2 3/4 in. (7 cm),,,25,https://www.metmuseum.org/art/collection/search/56211,MetPublications,Exhibition History,,,,,題痕都斯坦菊花椀,On a Hindustan Jade Chrysanthemum Bowl,Exterior walls,,"痕都斯坦菊花椀
径一圍三尺有餘，水磨工異考工書。
耳垂翻出雙苞綴，足砥紛承碎瓣舒。
包貢却非来玉隴，通商恆是走渠胥。
菊花依舊重陽節，合贈淵明五柳居。
乾隆庚寅御题[square seal] 比德
","KK pub trans; MET: ""This bowl of chrysanthemum pattern from Hindustan[1] (measuring about a foot across and more than three feet around)[2 and 2a]
Is fashioned in a style different from that of our ancient work.[3]
The handles hang down suspended like two swelling buds
And the foot is carved beneath with serried ranks of petals.
Such offerings come to us not only as tribute from Yulong,[4]
But are brought back also by merchants from far away Quxu.[5]
The chrysanthemum is still, as of old, the flower of the autumn holiday.
And this is a fitting gift for Yuanming[6] in his five-willow retreat.
Written by Qianlong in the cyclical year Gengyin (1770)."" The square seal reads: bi de[7]

[1] Transcribed phonetically by the four characters Hen du si tan
[2] If this be not poetic license, the Emperor must be measusring with the ancient foot of the Zhou dynasty, as the diameter of the bowl is really little over eight inches.
[2a] This was not intended to be part of the verse of eight lines but was put there parenthetically.
[3] Literally ""from that of the Kao gongshu"", the name of the ancient book on handicrafts of the Zhou dynasty, 1122/249 B.C..
[4] Contraction of Yulong Kashi, a river of Khotan, Chinese Turkestan.
[5] Mentioned in ancient annals as far west of China; here, metaphorically for India.
[6] Tao Yuanming, Chinese scholar and poet (365–427)
[7] Literally, ""compared with virtue"".","徑一圍三尺有餘,水磨工異考工書,耳垂翻出雙苞綴,足砥紛承碎瓣舒,包貢却非來玉隴(和闐所屬城名),通商恒是走渠胥(痕都斯坦猶在拔達克山西南,彼處商人時持玉器來鬻葉爾羌)。菊花依舊重陽節,合贈淵明五柳居。 ",,御製詩,三集,卷100,頁28b—29a,"Incised year = 庚寅, poem pub position = 辛卯",(乾隆1770 or 三十六年1771年),"此詩加琢於該玉碗外壁,現藏於美國紐約大都會博物館,發表於斯喀爾頓:晚期土耳其玉器的特色,圖27d。插圖24。 ",https://ctext.org/library.pl?if=gb&file=68110&page=125,https://www.metmuseum.org/art/collection/search/56211,,
Jade026,Six-lobed cup with flower-shaped handles,"花耳六曲杯 or 青玉花耳
六曲碗",1772,India,cup,盂 ,,Mughal,DPM,,故103944,調154.20 丁575/37,鍾粹宮ZCG,"major diameter: 22.2cm, minor diameter: 17.3cm, base diameter: 8cm, height: 5.5cm","口徑
22.2x17.3
底徑 8 
高5.5厘米",,26,,HK 2015 p118-119 pl4; p201,,,,,,詠痕都斯坦玉盂 ,On a Hindustan Jade Basin/Cup,Exterior walls,,"製出月邦，貢來蔥嶺。撫香琳之溫潤，搴芳艾之葳蕤。腴琢連城，閬圃宜承曦露；花開四照，善卷正艷秋陽。惟置盂取義乎益安， 而銘器寓懷於非寶。四出形如秋海棠， 葉翻雙耳執承漿。瓊英那許熏池守，垂草當生敖岸陽。冷語嘩囂漫致誚，温容沕穆自含光。泰西製豈能知古，喻水休論圓與方。
（外壁）","HK 2015 p118: ""Crated in the kingdom of the moon [India], [the cup wall] tributed through the Green Ridges [Pamir Mountains]. Running my hand along the soft and smooth surface of this green jade, I feel like picking flourishing fragrant herbs. THe value of this finely-crafted piece is worth several cities. Rain and dew showered on it in the heavenly garden, and its flower blossom dimmed the autumn sun. Feeling compelled to endow it with some meaning, I had it inscribed to express my thoughts on this priceless piece. The shape, opening up in four directions, looks like a begonia; the two leaf-turned handles are used to hold the vessel that contains exquisite wine. The fine jade must have been stolen from some heavenly guardiann, and the foliage patterns must have been growing among celestial grasses. Its disregard for worldly matters makes it suffer from scorn, yet it glows from within beacuase of its soft, smooth, and humble nature. How could we use this imported piece from the West to talk about our past? Beautiful things are always alike, and it does not matter from where this comes, just as the shape, round or square, does not matter when talking about water. Imperially inscribed in the renchen year of Qianlong [1772].""","(序)製出月邦,貢來䓗嶺.撫碧琳之温潤,搴芳艾之葳蕤.腴琢連城,閬圃宜承晞露;花開四照,善卷正艷秋陽.惟置盂取義乎益安,而銘器寓懐於非寶.四出形如秋海棠,葉翻雙耳執承漿.瓊英那許薫池守,垂草當生敖岸陽.冷語譁囂漫致誚,温容沕穆自含光.泰西製豈能知古,喻水休論圓與方.",,御製詩,四集,卷2,頁27,壬辰,(乾隆三十七年1772年) ,"Inscription also found in 《皇輿西域圖志》
卷四十六，頁二十二，
“御製詠痕部斯坦玉盂（有序，壬 辰）”。",https://ctext.org/library.pl?if=gb&file=56074&page=125,,,
Jade027,Eight-lobed bowl with Flower-Shaped Handles,碧玉多曲碗,1772,India,handled bowl,碗,,Mughal,DPM,,故103930,鉅181.27,,"major diameter: 20.2cm, minor diameter: 17.6cm, height: 11.4cm","口徑
20.2x17.6
底徑8.1x7 
高11.4厘米",,27,,"HK 2015 p 124-125 pl7, p202",,,,,,詠痕都斯坦玉椀,,Interior wall,,"NPMT: 璞韞昆山,鏤傳印度,卷芳莖而環耳,攢花纈以承趺,晶瑩一規,允彼良工巧琢縈五字,嘉茲寶器恒來。

西崑率產玉,良匠出痕都,楮刻異三載,水磨成百瑜,製精畫難比,器鉅執如無,不寶非求彼,頻來却慙(去聲)吾。 DPM: 西崑率產玉，良匠出痕都。
楮刻異三載，水磨成百瑜。
製精畫難比，器鉅執如無。
不寶非求彼，頻來卻慚吾。（內壁）",,"(序)璞韞昆山,鏤傳印度,卷芳莖而環耳,攢花纈以承趺,晶瑩一規,允彼良工巧琢縈五字,嘉茲寶器恒來。

西崑率產玉,良匠出痕都,楮刻異三載,水磨成百瑜,製精畫難比,器鉅執如無,不寶非求彼,頻來却慙(去聲)吾。 ",,御製詩,四集,卷4,頁9,王辰,(乾隆三十七年1772年) ,Also published in《皇輿西域圖志》卷四十六，頁二十三，“御製詠痕都斯坦玉椀有序壬辰”,https://ctext.org/library.pl?if=gb&file=56075&page=18 and continues https://ctext.org/library.pl?if=gb&file=56075&page=19#西崑,,,
Jade028,"Half-gourd-shaped greed jade cup (1983), half gourd cup (2007, catweb) ","痕都斯坦瓜瓣瓢 (1983, 2002) 瓜瓣杯 (2007) 玉瓜瓣杯 附絲穗 (catweb)",1773,Mughal,cup,杯,,Mughal,NPMT,,古玉2860,天414,乾清宮 QQG,"Length 16.6cm, width 12.8cm, height 4.7cm, body wall thickness one-third below rim 0.21cm",,,28,https://theme.npm.edu.tw/opendata/DigitImageSets.aspx?)sNo=04018746  https://theme.npm.edu.tw/opendata/DigitImageSets.aspx?sNo=04018751  https://theme.npm.edu.tw/opendata/DigitImageSets.aspx?sNo=04018740 ,Taipei 1983 pp172-173 pr24,Taipei 2007 pp90/250 pl090,Taipei 2002 pp 155,"
《精彩一百 國寶總動員》        蔡玫芬        臺北巿：國立故宮博物院        2011/11
《故宮勝概新編》        馮明珠        臺北巿：國立故宮博物院        2009/09
《故宮文物月刊》188期(赴法展)        器物處        臺北巿：國立故宮博物院        1998/11",,, ,,Inner wall,,"玉瓢一握如瓜瓣,有蒂有葉還有花,和闐出玉不解琢,琢自痕都萬里遐,崑崙之岡產美質,喀嗎水磨攻錯加,製爲飲器可攜帶,清泉舉酌勝烹茶。異域都大尚武備,以獵以戰隨操挐,是盖彼中貴者用,非棗乃是安期瓜,弗徵弗索聽貿易,近利市至三倍奢,徒置棐几佐文玩, 殊方聲教奚事誇,却笑設贈許顏輩,棄而弗顧當興嗟。 ",,"玉瓢一握如瓜瓣,有蒂有葉還有花,和闐出玉不解琢(和闐雖有玉工而不能精琢,精琢者皆出痕都斯坦,彼處亦出玉,蓋愈西愈近崑崙矣),琢自痕都萬里遐,崑崙之岡產美質,喀嗎水磨攻錯加,製爲飲器可攜帶,清泉舉酌勝烹茶。異域都大尚武備,以獵以戰隨操挐,是盖彼中貴者用,非棗乃是安期瓜,弗徵弗索聽貿易,近利市至三倍奢,徒置棐几佐文玩, 殊方聲教奚事誇,却笑設贈許顏輩,棄而弗顧當興嗟。 ",,御製詩,四集,卷9,頁22,癸己,(乾隆三十八年1773年),"此詩加琢於該器的器表,藏於本院,品號天四一四,圖版貳肆。插圖40。 QL ordered silk tassel made for the cup. ",https://ctext.org/library.pl?if=gb&file=56243&page=104,http://antiquities.npm.gov.tw/Utensils_Page.aspx?ItemId=53281,,
Jade029,Candle holder with acanthus leaves,碧玉燭台 p202 茛苕葉紋燭台 p170,1773,India,candlestick,鐙檠 or 燭台,,Mughal,DPM,,故100717,天441丁980/37,乾清宮 QQG,"Height: 42.9cm, Diameter: 29.0cm","高42.9、
盤徑29厘米",,29,,"HK2015 pp170-171 pl29, p202",,,,,,詠痕都斯坦玉鐙檠,On a Hindustan Jade Candlestick,Dish interior center,,"NPMT 遠域逮西瀛,崇崑產翠瓊,省工有水磨,巧匠作鐙檠,那更稱銀鐲,雅宜燦玉瑛,趺承盤一具,柄置盞雙撑,緻芴層翻葉,昻藏獨挺莖,寧誇高七尺,真足重連城,善市由他致,頻來亦自驚,似茲供繼照,藉可贊離明。 DPM 遠域逮西瀛，崇昆產翠瓊。
省工有水磨，巧匠作鐙檠。
那更稱銀鐲，雅宜燦玉瑛。
趺承盤一具，柄置盞雙撐。
致芴層翻葉，昂藏獨挺莖。
甯誇高七尺，真足重連城。
善市由他致，頻來亦自驚。
似茲供繼照，藉可贊離明。（托盤）","""The shape is roughly the same as that of the green jade candle holder [","遠域逮西瀛,崇崑產翠瓊,省工有水磨,巧匠作鐙檠,那更稱銀燭,雅宜燦玉瑛,趺承盤一具,柄置盞雙撑,緻芴層翻葉,昻藏獨挺莖,寧誇高七尺,真足重連城,善市由他致(回人皆善贾,痕都斯坦雖地當印度絕遠,而懋遷每至葉爾羌,故今恒得其玉器,聞其攻玉純用水磨,工省而製精,尤內地所不及也)頻來亦自驚,似茲供繼照,藉可贊離明。 ",,御製詩,四集,卷13,頁26,癸己,(乾隆三十八年1773年),"Also published in 《皇輿西域圖志》卷四十六，頁二十四，“側製詠痕都斯坦玉鐙檠（癸巳） ” DPM collection has 4 similar pieces, two of green jade with same decorative theme as this, plus 大清乾隆年製 incised and inlaid with gold in seal script on bases. Other two are black jade, without decoration. (Xu, Xiaodong, ed. Heavenly Crafted: Selected Mughal Jades from the Palace Museum. Hong Kong: Chinese University Press, 2015, p. 170)                                              ",https://ctext.org/library.pl?if=gb&file=56248&page=125 and https://ctext.org/library.pl?if=gb&file=56248&page=125#%E7%9C%81%E5%B7%A5%E6%9C%89,,,
Jade030,,,1773,,box,合,,,,,,,,,,,30,,,,,,,,詠痕都斯坦小玉合,,,,"崑嶠產瓊琪,良工精琢之,爛然七寶聚,斐若五花披,漆製徒傳古,金鏤詎足奇,南山藍玉合,雅似李家詩。 ",,"崑嶠產瓊琪,良工精琢之,爛然七寶聚,斐若五花披,漆製徒傳古,金鏤詎足奇,南山藍玉合,雅似李家詩。 ",,御製詩,四集,卷15,頁36,癸己,(乾隆三十八年1773年) ,,https://ctext.org/library.pl?if=gb&file=56249&page=136,,,
Jade031,,,1774,,bowl,椀,,,,,,,,,,,31,,,,,,,,詠痕都斯坦玉椀,,,,"（序）劚出雲腴,擎來雪椀,磨是西濛之水,挹殊北斗之漿,圓規徑四寸,而贏輕縠比五銖以薄,截肪旣美超魏札,鏤冰況巧壓吳工,無翼斯飛,有懷朅詠。 

良球本是出崑㠊,中器成珍亦鮮如,巧製水磨貽喀嗎,羞稱吳匠富專諸,羊脂比色脂嫌膩,楮葉方輕葉欠疎,精玩弗求廼頻致,每因擎用率慚予。 ",,"劚出雲腴,擎來雪椀,磨是西濛之水,挹殊北斗之漿,圓規徑四寸,而贏輕縠比五銖以薄,截肪旣美超魏扎,鏤冰況巧壓吳工,無翼斯飛,有懷朅詠。 

良球本是出崑墟,中(去聲)器成珍亦鮮(上聲)如,巧製水磨貽喀嗎(古時回巧匠名),羞稱吳匠富專諸(吳中玉匠多居專諸巷),羊脂比色脂嫌膩,楮葉方輕葉欠疎,精玩弗求廼頻致,每因擎用率慚予。 ",,御製詩,四集,卷18,頁5,甲午,(乾隆三十九年1774年),,https://ctext.org/library.pl?if=gb&file=56254&page=10,,,
